year,rgn_id,species,common_name,category,postcards,magnets,tour_operators,pmt,wildlife_trusts
2008,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2009,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2010,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2011,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2012,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2013,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2014,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2015,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2016,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2017,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2018,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2000,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2001,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2002,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2003,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2004,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2005,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2006,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2007,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2008,4,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2009,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2010,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2011,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2012,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2013,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2014,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2015,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2016,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2017,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2018,4,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2000,4,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2001,4,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2002,4,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2003,4,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2004,4,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2005,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2006,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2007,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2008,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2009,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2010,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2011,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2012,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2013,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2014,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2015,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2016,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2017,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2018,4,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2009,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2010,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2011,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2012,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2013,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2014,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2015,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2016,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2017,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2018,4,Scyliorhinus canicula,Small Spotted Catshark,LC,0,0,0,0,1
2011,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2012,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2013,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2014,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2015,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2016,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2017,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2018,4,Homarus gammarus,European Lobster,LC,0,1,0,1,1
2011,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2012,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2013,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2014,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2015,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2016,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2017,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2018,4,Palinurus mauritanicus,Pink Spiny Lobster,LC,0,0,0,0,1
2000,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2001,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2002,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2003,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2004,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2005,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2006,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2007,4,Delphinus delphis,Short-beaked Common Dolphin,LR/lc,0,0,1,1,1
2008,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2009,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2010,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2011,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2012,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2013,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2014,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2015,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2016,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2017,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2018,4,Delphinus delphis,Short-beaked Common Dolphin,LC,0,0,1,1,1
2000,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2001,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2002,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2003,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2004,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2005,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2006,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2007,4,Halichoerus grypus,Grey Seal,LR/lc,1,0,1,2,1
2008,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2009,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2010,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2011,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2012,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2013,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2014,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2015,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2016,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2017,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2018,4,Halichoerus grypus,Grey Seal,LC,1,0,1,2,1
2000,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2001,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2002,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2003,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2004,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2005,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2006,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2007,4,Orcinus orca,Killer Whale,LR/cd,0,0,0,0,1
2008,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2009,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2010,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2011,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2012,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2013,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2014,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2015,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2016,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2017,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2018,4,Orcinus orca,Killer Whale,DD,0,0,0,0,1
2000,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2001,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2002,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2003,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2004,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2005,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2006,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2007,4,Phoca vitulina,Harbor Seal,LR/lc,1,0,1,2,1
2008,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2009,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2010,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2011,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2012,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2013,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2014,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2015,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2016,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2017,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2018,4,Phoca vitulina,Harbor Seal,LC,1,0,1,2,1
2000,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2001,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2002,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2003,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2004,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2005,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2006,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2007,4,Phocoena phocoena,Harbour Porpoise,VU,1,1,1,3,1
2008,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2009,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2010,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2011,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2012,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2013,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2014,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2015,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2016,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2017,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2018,4,Phocoena phocoena,Harbour Porpoise,LC,1,1,1,3,1
2000,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2001,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2002,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2003,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2004,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2005,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2006,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2007,4,Tursiops truncatus,Common Bottlenose Dolphin,DD,0,0,1,1,1
2008,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2009,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2010,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2011,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2012,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2013,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2014,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2015,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2016,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2017,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2018,4,Tursiops truncatus,Common Bottlenose Dolphin,LC,0,0,1,1,1
2014,4,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2015,4,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2016,4,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2017,4,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2018,4,Ammodytes tobianus,lesser sand eel,DD,0,0,0,0,1
2014,5,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2015,5,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2016,5,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2017,5,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2018,5,Ammodytes tobianus,Small Sandeel,DD,0,0,0,0,1
2015,5,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2016,5,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2017,5,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2018,5,Gobius paganellus,Rock Goby,LC,0,0,0,0,1
2000,5,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2001,5,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2002,5,Hippocampus guttulatus,Long-snouted Seahorse,VU,0,0,0,0,1
2003,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2004,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2005,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2006,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2007,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2008,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2009,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2010,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2011,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2012,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2013,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2014,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2015,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2016,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2017,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2018,5,Hippocampus guttulatus,Long-snouted Seahorse,DD,0,0,0,0,1
2000,5,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2001,5,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2002,5,Hippocampus hippocampus,Short-snouted Seahorse,VU,0,0,0,0,1
2003,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2004,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2005,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2006,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2007,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2008,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2009,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2011,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2012,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2013,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2014,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2015,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2016,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2017,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2018,5,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2011,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2012,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2013,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2014,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2016,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2017,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2018,5,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,5,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2016,5,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2017,5,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2018,5,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2014,5,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,5,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2016,5,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2017,5,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2018,5,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,5,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2016,5,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2017,5,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2018,5,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2015,5,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2016,5,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2017,5,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2018,5,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2011,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2012,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2013,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2014,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2015,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2016,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2017,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2018,5,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2000,5,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2001,5,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2002,5,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2003,5,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2004,5,Alca torda,Razorbill,LC,0,0,0,0,1
2005,5,Alca torda,Razorbill,LC,0,0,0,0,1
2006,5,Alca torda,Razorbill,LC,0,0,0,0,1
2007,5,Alca torda,Razorbill,LC,0,0,0,0,1
2008,5,Alca torda,Razorbill,LC,0,0,0,0,1
2009,5,Alca torda,Razorbill,LC,0,0,0,0,1
2010,5,Alca torda,Razorbill,LC,0,0,0,0,1
2011,5,Alca torda,Razorbill,LC,0,0,0,0,1
2012,5,Alca torda,Razorbill,LC,0,0,0,0,1
2013,5,Alca torda,Razorbill,LC,0,0,0,0,1
2014,5,Alca torda,Razorbill,LC,0,0,0,0,1
2015,5,Alca torda,Razorbill,NT,0,0,0,0,1
2016,5,Alca torda,Razorbill,NT,0,0,0,0,1
2017,5,Alca torda,Razorbill,NT,0,0,0,0,1
2018,5,Alca torda,Razorbill,NT,0,0,0,0,1
2000,5,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2001,5,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2002,5,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2003,5,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2004,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2005,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2006,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2007,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2008,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2009,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2010,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2011,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2012,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2013,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2014,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2015,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2016,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2017,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2018,5,Catharacta skua,Great Skua,LC,0,0,1,1,1
2000,5,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2001,5,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2002,5,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2003,5,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2004,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2005,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2006,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2007,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2008,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2009,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2010,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2011,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2012,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2013,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2014,5,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2015,5,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2016,5,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2017,5,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2018,5,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2000,5,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2001,5,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2002,5,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2003,5,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2004,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2005,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2006,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2007,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2008,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2009,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2010,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2011,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2012,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2013,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2014,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2015,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2016,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2017,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2018,5,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2000,5,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2001,5,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2002,5,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2003,5,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2004,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2005,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2006,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2007,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2008,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2009,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2010,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2011,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2012,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2013,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2014,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2015,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2016,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2017,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2018,5,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2000,5,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2001,5,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2002,5,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2003,5,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2004,5,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2005,5,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
